avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,employee_id
118,D00-FN,NULL,0.633686,6,NULL,low,0.942421,Employed,2,100937
271,D00-PD,NULL,NULL,3,NULL,medium,0.822219,Employed,2,106309
271,D00-SP,NULL,0.845275,6,NULL,low,0.803379,Employed,3,100691
203,D00-SS,NULL,0.586132,5,NULL,medium,0.703756,Employed,2,112916
137,D00-SP,NULL,0.600067,4,NULL,medium,0.909397,Employed,2,101362
181,D00-FN,NULL,NULL,4,NULL,medium,0.700105,Employed,3,134721
152,D00-SP,NULL,0.557787,2,NULL,low,0.48386,Left,3,108689
146,D00-SP,1,0.874198,4,NULL,low,0.8093,Employed,8,105800
185,D00-SS,NULL,0.737287,3,NULL,low,0.518197,Employed,4,107439
203,D00-PD,NULL,0.7957,5,NULL,medium,0.210208,Employed,6,115037
237,D00-IT,1,0.835628,3,NULL,medium,0.639531,Employed,3,107605
238,D00-PD,NULL,0.596817,4,NULL,medium,0.777985,Employed,4,114653
199,D00-MN,NULL,0.717911,4,NULL,medium,0.606772,Employed,2,141579
192,D00-FN,NULL,0.707925,5,1,medium,0.920595,Employed,3,104294
275,D00-SS,NULL,0.765932,6,NULL,low,0.136908,Left,4,145008
163,D00-IT,NULL,0.715855,6,NULL,high,0.665712,Employed,4,103769
241,NULL,NULL,0.534586,4,NULL,medium,0.982978,Employed,4,105351
151,D00-SS,1,0.990466,4,NULL,medium,0.881885,Employed,3,112622
141,NULL,1,0.625162,4,NULL,medium,0.614855,Employed,2,101211
179,D00-SS,NULL,0.896665,4,NULL,medium,0.650719,Employed,2,112608
251,D00-SP,NULL,0.62131,3,NULL,high,0.598887,Employed,2,113340
272,D00-PD,NULL,0.670154,4,NULL,high,1,Employed,3,110962
209,D00-ENG,NULL,0.666167,6,NULL,low,0.114232,Employed,5,108812
263,D00-SS,NULL,0.637363,4,NULL,medium,0.67732,Employed,4,104178
166,D00-MN,1,NULL,3,1,high,0.784239,Employed,3,115102
151,D00-SP,NULL,0.499374,4,NULL,medium,0.351147,Employed,2,113724
217,D00-MN,NULL,0.572932,3,NULL,high,0.78931,Employed,3,110890
265,D00-PD,NULL,0.843992,3,NULL,medium,0.928884,Employed,3,109151
158,D00-FN,NULL,0.944926,3,NULL,low,0.657296,Employed,2,110924
224,D00-SS,NULL,0.726686,4,1,medium,0.847842,Employed,3,119804
164,D00-SS,NULL,0.435868,2,NULL,medium,0.482976,Employed,4,108923
185,D00-SS,1,0.478008,4,NULL,high,0.912023,Employed,3,104076
202,D00-SS,1,0.868877,6,1,medium,0.143309,Employed,4,115434
152,D00-SP,NULL,0.766202,6,NULL,low,0.133085,Left,2,116252
259,D00-IT,1,0.562651,5,NULL,low,0.121487,Employed,4,102065
159,NULL,NULL,0.783027,3,NULL,medium,0.761269,Employed,2,101733
192,D00-SP,NULL,0.613647,4,NULL,low,0.562873,Employed,3,100361
286,D00-SS,NULL,0.518216,2,NULL,medium,0.57559,Employed,3,102597
233,NULL,NULL,0.623965,6,NULL,medium,0.687437,Employed,6,114728
175,#NAME?,NULL,0.899062,6,NULL,low,0.302955,Employed,4,101337
210,NULL,NULL,0.762993,3,NULL,low,0.922947,Employed,2,106519
270,D00-IT,NULL,0.90168,5,NULL,medium,0.118421,Left,4,115865
214,D00-IT,NULL,0.667349,3,NULL,medium,0.564529,Employed,2,118910
175,D00-IT,1,0.835354,5,NULL,low,0.137844,Employed,6,110796
168,D00-ENG,NULL,0.638678,3,NULL,medium,0.528799,Employed,4,115041
217,D00-SS,NULL,0.63001,5,NULL,low,0.884615,Employed,3,144230
260,D00-FN,NULL,0.450067,4,NULL,low,0.933908,Employed,4,107117
258,D00-ENG,NULL,0.994078,5,NULL,low,0.826919,Left,5,100353
226,D00-SS,NULL,0.779539,3,NULL,medium,0.692764,Employed,4,107793
267,D00-PD,NULL,0.965261,4,NULL,low,0.811735,Left,5,113414
126,D00-SS,NULL,NULL,3,NULL,low,0.452265,Employed,2,108653
262,D00-SP,NULL,0.913474,4,NULL,low,0.866145,Left,6,109233
259,D00-SS,NULL,NULL,4,NULL,medium,0.986238,Employed,2,105329
139,NULL,NULL,0.864968,3,NULL,low,0.715476,Employed,2,118293
212,D00-SP,NULL,0.510927,4,NULL,medium,0.616082,Employed,4,115916
185,D00-MT,1,1,4,NULL,low,0.612077,Employed,2,101013
163,D00-MT,NULL,0.986851,2,NULL,low,0.508385,Employed,3,109442
147,D00-ENG,NULL,0.715357,2,NULL,medium,0.761167,Employed,2,116447
222,D00-ENG,NULL,0.543465,6,NULL,medium,0.119282,Employed,3,136263
149,D00-SS,NULL,0.912476,5,NULL,medium,0.61389,Employed,3,114177
222,D00-SS,NULL,0.55666,3,NULL,low,0.74489,Employed,2,107694
98,D00-ENG,NULL,0.410029,3,NULL,low,0.367859,Employed,3,111384
155,D00-SS,NULL,0.332261,5,NULL,low,0.983792,Employed,3,102918
266,D00-AD,NULL,0.544632,5,NULL,low,0.664581,Employed,2,105696
185,D00-ENG,1,0.538944,4,NULL,medium,0.9551,Employed,3,103601
161,D00-MN,NULL,0.634417,4,NULL,high,0.836785,Employed,2,103371
205,D00-SS,NULL,1,4,1,medium,0.850679,Employed,2,116667
152,D00-SS,NULL,0.825791,4,NULL,low,0.846769,Employed,7,114838
259,D00-SP,NULL,0.747092,3,NULL,medium,0.684896,Employed,3,117134
154,D00-SS,NULL,0.571853,3,NULL,medium,0.945445,Employed,3,110702
202,D00-SP,NULL,NULL,3,NULL,low,0.642781,Employed,3,119048
210,D00-PD,NULL,0.810115,4,NULL,medium,0.535786,Employed,2,106533
255,D00-MT,NULL,0.968702,7,NULL,medium,0.108469,Left,4,114059
254,D00-IT,NULL,0.754129,3,NULL,medium,0.579096,Employed,2,118028
178,D00-SP,NULL,0.524352,4,NULL,medium,0.738361,Employed,3,139323
116,D00-SS,NULL,0.753547,2,NULL,low,0.579232,Employed,3,106734
174,NULL,NULL,0.597066,4,NULL,low,1,Employed,3,114147
265,D00-SP,NULL,0.885806,5,NULL,low,0.775964,Employed,4,109601
253,D00-MN,NULL,0.74985,3,NULL,high,0.708265,Employed,3,107386
173,D00-MT,NULL,0.822792,5,NULL,low,0.635227,Employed,3,112718
229,D00-IT,NULL,0.673884,4,NULL,medium,0.698476,Employed,3,112022
207,D00-PD,NULL,0.491555,4,NULL,low,1,Employed,3,109603
138,D00-TP,NULL,NULL,3,NULL,medium,NULL,Employed,NULL,100496
212,D00-SP,NULL,0.673189,5,NULL,low,0.937243,Employed,3,107166
132,D00-SS,NULL,0.490575,2,NULL,medium,0.36551,Left,3,100597
184,D00-MT,NULL,0.774065,4,NULL,low,0.677497,Employed,3,104938
115,D00-SP,NULL,0.56073,5,NULL,low,0.668269,Employed,5,102795
269,D00-SP,NULL,0.935564,4,1,medium,0.573552,Employed,5,111285
261,D00-ENG,NULL,0.480944,3,1,medium,0.896557,Employed,4,112275
234,D00-SS,NULL,0.444028,4,NULL,medium,0.570651,Employed,2,108502
237,D00-SS,NULL,0.91387,5,NULL,medium,0.508733,Employed,3,108890
256,D00-IT,NULL,0.626061,3,NULL,medium,0.698955,Employed,2,114769
152,D00-SS,NULL,0.459257,5,NULL,medium,0.511461,Employed,3,139265
173,D00-SS,NULL,NULL,3,NULL,low,0.810919,Employed,2,111916
135,D00-SS,NULL,0.494552,2,NULL,low,0.380268,Left,3,106401
126,D00-ENG,NULL,0.529203,3,NULL,low,0.672228,Employed,6,109489
87,D00-TP,NULL,NULL,2,NULL,low,NULL,Employed,NULL,133310
233,D00-ENG,NULL,NULL,5,NULL,medium,0.615869,Employed,3,102245
133,D00-ENG,NULL,0.709682,5,NULL,medium,0.594239,Employed,10,118828
230,D00-MT,NULL,0.639219,5,NULL,low,0.45812,Employed,6,114804
176,D00-SS,NULL,NULL,4,NULL,medium,0.5291,Employed,3,100372
257,D00-SP,NULL,0.787709,3,NULL,low,0.630806,Employed,2,115747
265,D00-ENG,NULL,0.893465,7,NULL,low,0.0783297,Left,4,105107
172,D00-SP,NULL,0.947514,5,NULL,low,0.241747,Employed,2,105191
177,D00-SP,1,0.615029,3,NULL,medium,0.657803,Employed,2,109633
213,D00-MT,NULL,0.702445,3,NULL,low,0.907774,Employed,3,111446
150,D00-SS,NULL,NULL,3,1,low,0.537085,Employed,2,110203
213,D00-SS,NULL,0.700836,4,NULL,low,0.776922,Employed,3,101605
252,D00-SS,NULL,NULL,3,NULL,medium,0.608744,Employed,3,107006
167,D00-ENG,NULL,1,3,NULL,low,0.629819,Employed,2,106529
172,D00-PR,NULL,NULL,3,NULL,medium,0.504736,Employed,2,114508
166,D00-ENG,NULL,0.750484,5,NULL,high,0.863205,Employed,2,104822
237,D00-ENG,NULL,0.799665,3,NULL,high,1,Employed,3,112425
133,NULL,NULL,0.588358,3,NULL,low,1,Employed,3,105137
141,D00-SS,1,0.887975,3,NULL,medium,0.703476,Employed,2,112293
268,D00-SP,NULL,0.659193,3,NULL,medium,0.844836,Employed,3,114570
220,D00-SS,NULL,0.791097,4,NULL,medium,0.820915,Employed,3,110182
266,D00-ENG,NULL,0.853939,4,NULL,medium,0.2623,Employed,5,108144
261,D00-ENG,NULL,0.7907,4,NULL,medium,0.934269,Employed,6,111296
244,D00-SS,NULL,0.538923,4,NULL,medium,0.718776,Employed,3,146789
223,D00-FN,NULL,0.95019,5,NULL,medium,0.726505,Left,6,118899
266,D00-SS,NULL,0.846581,3,NULL,low,0.32595,Employed,7,100608
223,D00-SP,NULL,NULL,5,NULL,low,0.978003,Employed,3,108069
216,D00-FN,NULL,0.599351,4,NULL,low,0.761931,Employed,3,119949
192,D00-ENG,NULL,0.547018,4,NULL,low,0.622631,Employed,3,140653
187,D00-ENG,NULL,0.671505,3,NULL,medium,0.920324,Employed,2,106904
189,D00-SP,NULL,0.811696,2,NULL,low,0.753313,Employed,3,100572
258,D00-SP,NULL,0.855049,5,NULL,low,0.889621,Left,5,112827
143,D00-PD,1,0.604406,4,NULL,low,0.999153,Employed,3,119093
193,D00-FN,NULL,0.49179,4,NULL,high,0.585731,Employed,3,108712
203,D00-IT,NULL,NULL,3,NULL,low,0.950602,Employed,3,102059
144,D00-ENG,NULL,0.664666,4,NULL,high,0.732296,Employed,4,101576
259,D00-SS,NULL,1,4,NULL,low,0.773624,Left,5,119692
189,D00-ENG,1,0.974993,3,NULL,high,0.678802,Employed,3,112737
151,D00-SS,1,0.868181,3,NULL,low,0.981446,Employed,6,104552
183,D00-IT,NULL,0.537691,4,NULL,low,0.521194,Employed,3,114940
188,D00-FN,NULL,0.940555,3,NULL,medium,0.961885,Employed,4,105212
131,D00-IT,NULL,0.459026,2,NULL,medium,0.376977,Left,3,100653
261,D00-ENG,NULL,0.890652,3,NULL,low,0.989232,Employed,3,118902
236,D00-IT,NULL,0.591924,4,NULL,medium,0.800725,Employed,7,101249
142,D00-SS,1,0.676108,4,NULL,low,0.575783,Employed,4,107194
236,D00-SS,NULL,0.556013,4,NULL,low,1,Employed,4,117094
135,NULL,NULL,0.562281,3,NULL,medium,0.797341,Employed,3,117794
211,D00-ENG,NULL,0.529471,3,NULL,low,0.529196,Employed,4,105362
138,D00-SS,NULL,NULL,3,NULL,low,0.698516,Employed,3,116538
137,D00-ENG,NULL,0.684802,4,NULL,low,0.625086,Employed,3,113561
294,D00-FN,NULL,0.649517,6,NULL,low,0.111861,Left,4,114692
135,D00-ENG,NULL,0.57119,2,NULL,medium,0.371096,Left,3,103958
159,D00-IT,NULL,0.898764,4,NULL,medium,0.572842,Employed,5,111850
228,D00-SP,NULL,0.911899,5,NULL,low,0.902769,Left,5,112670
216,D00-PD,NULL,0.640345,2,NULL,medium,0.766807,Employed,2,101191
170,D00-SS,NULL,0.717213,4,NULL,low,0.222928,Employed,5,104376
171,D00-IT,NULL,0.786909,5,NULL,medium,0.99164,Employed,5,107751
216,D00-SS,NULL,0.797079,4,NULL,low,0.57623,Employed,2,119925
162,D00-SS,1,0.78372,5,NULL,medium,0.14995,Employed,4,117723
256,D00-PR,NULL,0.910689,3,NULL,low,0.629126,Employed,4,118915
167,D00-SP,NULL,0.540905,4,NULL,medium,0.284243,Employed,5,103916
218,D00-FN,NULL,0.489716,6,NULL,low,0.325603,Left,4,114495
236,NULL,NULL,0.954779,5,NULL,low,0.807371,Left,5,111374
191,D00-SS,NULL,0.944287,4,NULL,low,0.503992,Employed,3,111723
171,D00-PD,NULL,0.680375,4,NULL,medium,0.699968,Employed,3,103242
252,D00-IT,NULL,NULL,5,NULL,low,0.823153,Employed,2,117316
264,D00-FN,NULL,0.567819,3,NULL,low,0.712972,Employed,2,116293
269,D00-SS,NULL,0.528799,3,NULL,medium,0.602335,Employed,2,109149
271,D00-SS,NULL,0.492475,2,NULL,medium,0.507976,Employed,3,116922
249,D00-IT,NULL,0.956404,3,NULL,medium,0.763145,Employed,2,112493
281,D00-PD,NULL,0.540866,6,NULL,medium,0.29682,Employed,3,103808
175,D00-IT,NULL,NULL,5,NULL,low,0.797074,Employed,3,116161
146,D00-SS,NULL,0.462957,2,NULL,medium,0.377343,Left,3,112167
173,D00-AD,NULL,NULL,3,NULL,low,0.231906,Employed,2,110589
238,D00-MT,NULL,0.591844,3,1,medium,0.604258,Employed,4,103413
241,D00-SP,NULL,0.670218,3,NULL,medium,0.682845,Employed,3,103060
245,D00-ENG,1,0.888866,3,NULL,low,0.600495,Employed,3,117071
235,D00-IT,NULL,0.497803,2,NULL,medium,0.650848,Employed,7,116884
219,D00-ENG,NULL,0.883738,4,NULL,high,0.854851,Employed,4,110764
253,D00-SP,1,0.732165,5,NULL,high,0.570376,Employed,2,106827
150,D00-SS,NULL,0.569344,2,NULL,low,0.428101,Left,3,118250
218,D00-MN,NULL,0.59838,3,NULL,low,0.911928,Employed,3,112230
143,D00-SP,NULL,0.846001,4,NULL,low,0.812503,Employed,2,112898
268,D00-ENG,NULL,NULL,4,NULL,medium,0.774298,Employed,3,110944
269,D00-SS,NULL,1,5,NULL,medium,0.907777,Left,5,114696
49,D00-TP,NULL,NULL,1,NULL,medium,NULL,Employed,NULL,115448
209,D00-ENG,NULL,1,3,NULL,medium,0.781694,Employed,3,115057
214,#NAME?,1,NULL,3,NULL,low,0.900904,Employed,2,112428
103,D00-ENG,NULL,0.53444,3,NULL,medium,0.985323,Employed,5,116055
176,D00-SS,NULL,0.430214,4,NULL,low,0.319176,Employed,2,102507
214,D00-FN,NULL,0.934698,3,NULL,low,0.529986,Employed,3,119068
258,D00-SP,NULL,0.661322,4,NULL,high,0.652238,Employed,2,107802
172,D00-PR,NULL,0.564224,6,NULL,high,0.0775048,Employed,6,116361
305,D00-SS,NULL,0.89187,7,NULL,medium,0.0618946,Left,4,112103
228,D00-SS,NULL,0.618418,2,NULL,low,0.902523,Employed,2,111146
275,D00-SP,NULL,0.795546,4,NULL,low,0.593731,Employed,3,102101
179,D00-ENG,NULL,0.664294,4,NULL,high,0.859668,Employed,3,105319
253,D00-SP,NULL,0.514769,6,NULL,medium,0.618344,Employed,4,111746
216,D00-ENG,NULL,NULL,4,NULL,low,0.991231,Employed,2,110367
179,D00-MN,NULL,0.778958,4,NULL,high,0.830825,Employed,3,100738
272,D00-SP,NULL,0.875563,4,NULL,medium,0.558696,Employed,2,113810
228,D00-SP,1,0.841945,5,NULL,low,0.926102,Left,5,119736
180,D00-SP,1,0.50875,3,NULL,high,0.666384,Employed,3,109297
187,D00-MT,NULL,0.68037,4,NULL,medium,0.189115,Employed,5,110674
136,D00-IT,NULL,0.448957,4,NULL,low,0.943998,Employed,7,106682
133,D00-MT,NULL,0.834477,3,NULL,medium,0.965983,Employed,8,101525
225,D00-MN,1,0.839052,2,1,high,0.501308,Employed,7,106234
251,D00-FN,NULL,0.921769,5,NULL,medium,0.186171,Employed,4,103115
98,D00-SS,NULL,0.842616,4,NULL,low,0.795833,Employed,4,105541
224,D00-SS,NULL,0.625712,5,NULL,low,0.613895,Employed,3,107523
152,#NAME?,1,NULL,4,NULL,low,0.850237,Employed,3,112399
157,D00-MT,NULL,0.980609,4,NULL,medium,0.740758,Employed,3,100140
165,D00-PD,1,0.803757,4,NULL,low,0.27378,Employed,6,119130
238,D00-SS,NULL,0.654098,4,NULL,low,0.961806,Employed,2,104929
258,D00-SP,NULL,0.866488,3,NULL,low,0.575869,Employed,4,118556
269,D00-SP,NULL,0.860956,3,NULL,low,0.613266,Employed,4,104345
245,D00-IT,NULL,0.969139,5,NULL,low,0.882067,Left,5,119596
185,D00-ENG,1,0.710709,5,NULL,medium,0.600316,Employed,2,109324
259,D00-IT,NULL,0.983051,3,NULL,medium,0.48003,Employed,6,106966
185,D00-MT,NULL,NULL,3,NULL,medium,0.939957,Employed,3,116897
233,D00-ENG,NULL,1,5,NULL,low,0.831302,Employed,3,112442
209,D00-SS,NULL,0.656604,4,NULL,low,0.920939,Employed,4,117329
237,D00-PD,1,0.942132,2,NULL,low,0.726037,Employed,5,114626
195,D00-IT,NULL,0.51692,5,NULL,low,0.841319,Employed,4,110342
162,D00-PR,NULL,0.603147,3,NULL,low,0.403123,Employed,2,104163
271,D00-ENG,NULL,0.816315,6,NULL,medium,0.144558,Left,4,115590
256,D00-SP,NULL,0.493749,3,NULL,high,0.89554,Employed,2,108908
269,D00-SP,NULL,0.909364,5,NULL,medium,0.994037,Employed,2,101566
181,D00-SP,NULL,0.927952,4,NULL,medium,0.487974,Employed,3,102996
157,D00-SP,NULL,0.675937,5,NULL,low,0.580983,Employed,4,107725
196,NULL,NULL,0.74131,3,NULL,medium,1,Employed,3,109132
259,D00-ENG,NULL,0.940506,3,NULL,low,0.871414,Employed,4,108886
214,D00-ENG,NULL,0.968069,3,NULL,medium,0.602767,Employed,2,116113
141,D00-SP,NULL,0.692216,3,NULL,low,0.669491,Employed,4,102671
185,D00-MN,1,0.836929,3,NULL,low,0.137708,Employed,4,115372
126,D00-AD,1,0.54352,5,NULL,medium,0.143821,Employed,3,112271
219,D00-SS,NULL,0.592981,3,NULL,medium,0.552921,Employed,3,109759
178,D00-IT,NULL,0.723101,4,NULL,low,0.719274,Employed,6,101972
216,D00-SP,1,0.88287,5,NULL,medium,0.691956,Employed,10,113637
142,D00-PD,1,0.554603,3,NULL,medium,0.499099,Employed,3,107263
149,D00-PR,NULL,0.569841,3,1,low,0.151097,Employed,4,102409
274,D00-SS,NULL,0.966649,4,NULL,low,0.475553,Employed,3,103505
203,D00-ENG,NULL,0.927399,5,NULL,medium,1,Employed,2,117206
100,D00-ENG,NULL,0.452745,2,NULL,medium,0.670941,Employed,6,102223
224,D00-SS,NULL,0.780039,4,NULL,low,0.898341,Employed,5,106326
242,D00-SS,NULL,0.974327,5,NULL,low,0.871437,Left,5,110848
149,D00-SS,NULL,0.49852,4,NULL,low,0.852629,Employed,2,141642
199,D00-ENG,NULL,0.641566,3,NULL,low,0.440463,Employed,2,116155
260,D00-IT,NULL,0.619096,5,NULL,low,0.748529,Employed,3,104252
160,D00-SS,1,0.822193,3,NULL,low,0.39329,Employed,4,109105
160,D00-ENG,NULL,0.928174,4,NULL,medium,0.625823,Employed,2,109412
194,D00-ENG,NULL,0.957708,5,NULL,low,0.722713,Employed,4,116256
150,D00-SP,NULL,NULL,4,NULL,low,0.794577,Employed,3,101150
273,NULL,NULL,0.656652,3,NULL,low,0.987776,Employed,4,112886
253,D00-ENG,NULL,0.81983,4,NULL,low,0.558389,Employed,2,113020
257,D00-IT,NULL,0.53656,3,NULL,low,0.713462,Employed,6,137990
205,D00-SS,1,0.534207,4,NULL,low,0.129333,Employed,5,119150
267,D00-ENG,NULL,0.989152,5,NULL,low,0.691974,Left,5,104157
141,D00-SS,NULL,0.554717,2,NULL,low,0.39877,Left,3,106059
235,D00-IT,NULL,0.959337,5,NULL,low,0.79107,Left,5,103689
239,D00-ENG,NULL,0.940255,4,NULL,medium,0.86032,Employed,4,108895
215,D00-ENG,NULL,0.968891,4,NULL,high,0.550244,Employed,2,119724
247,D00-ENG,NULL,0.889754,3,NULL,high,0.751535,Employed,2,106946
171,D00-MT,NULL,0.754046,3,NULL,medium,0.807483,Employed,2,119717
162,D00-SP,NULL,0.57817,4,NULL,medium,0.832691,Employed,2,106159
253,D00-SS,NULL,0.712256,4,NULL,low,0.594175,Employed,2,107657
283,D00-ENG,NULL,0.839593,7,NULL,low,0.0495488,Left,5,113570
187,D00-MT,NULL,0.663678,3,NULL,medium,0.269792,Employed,4,109019
203,D00-SS,NULL,0.8037,4,NULL,medium,0.710268,Employed,2,110246
264,D00-ENG,NULL,NULL,5,NULL,low,0.885394,Employed,3,114381
224,D00-ENG,NULL,0.485626,3,NULL,medium,0.893799,Employed,3,104077
237,D00-SP,NULL,0.845501,5,NULL,medium,0.264694,Employed,6,115913
245,D00-ENG,NULL,NULL,4,NULL,medium,0.634285,Employed,3,110664
299,D00-MT,NULL,0.862751,6,NULL,low,0.0986359,Left,4,113322
272,D00-SS,NULL,NULL,5,NULL,medium,0.866902,Employed,2,118013
162,D00-SP,NULL,0.5434,5,NULL,low,0.205443,Employed,2,117421
243,NULL,NULL,0.817427,6,NULL,low,0.177102,Left,4,100287
247,D00-ENG,NULL,0.989831,5,NULL,low,0.855384,Left,5,119491
211,D00-SS,NULL,0.702003,4,NULL,medium,0.744376,Employed,4,108985
143,D00-AD,NULL,0.747745,4,NULL,low,0.8955,Employed,3,119767
179,D00-MN,NULL,0.807176,4,NULL,high,0.838344,Employed,3,113403
210,D00-SP,NULL,NULL,3,NULL,low,0.999704,Employed,2,108560
191,D00-PD,NULL,0.363619,6,NULL,medium,0.193848,Employed,2,111582
175,D00-IT,NULL,NULL,3,NULL,low,0.51371,Employed,3,107875
207,D00-MT,NULL,NULL,4,NULL,low,1,Employed,3,104958
171,D00-IT,NULL,0.726174,5,NULL,low,0.940255,Employed,3,110121
112,D00-ENG,NULL,0.927923,4,NULL,medium,0.518048,Employed,2,105282
214,D00-SS,NULL,0.876409,4,NULL,medium,0.285976,Employed,5,103340
131,D00-SS,NULL,0.80868,5,NULL,low,0.277597,Employed,5,114886
230,D00-FN,NULL,0.805499,5,NULL,medium,0.595637,Employed,3,103745
246,D00-ENG,NULL,0.4514,6,NULL,medium,0.840332,Employed,4,102111
185,D00-FN,NULL,0.938822,3,NULL,medium,0.710354,Employed,4,115249
164,D00-SS,NULL,NULL,5,NULL,medium,0.147775,Employed,3,119182
154,D00-ENG,NULL,0.910248,3,NULL,high,0.660754,Employed,4,108476
260,D00-PD,NULL,0.77683,4,NULL,medium,0.906328,Employed,3,103161
271,D00-SS,NULL,0.73743,2,NULL,low,0.949889,Employed,6,114863
242,D00-SS,NULL,0.80738,3,NULL,low,0.881285,Employed,6,111469
251,D00-PD,NULL,0.961251,6,NULL,low,0.0914597,Employed,4,113230
213,#NAME?,1,1,3,1,medium,0.134155,Employed,6,119060
165,D00-IT,NULL,0.709277,3,NULL,medium,1,Employed,3,113393
148,D00-SS,NULL,0.690358,4,NULL,low,0.58647,Employed,3,119175
151,D00-IT,NULL,0.7864,2,NULL,low,0.641408,Employed,3,113293
186,D00-MT,1,0.558431,4,NULL,low,0.762716,Employed,10,103779
167,D00-ENG,NULL,0.65691,5,NULL,low,0.706801,Employed,3,101072
207,D00-IT,NULL,0.476377,4,NULL,medium,0.659445,Employed,3,103533
138,D00-SS,NULL,0.486567,2,NULL,low,0.398036,Left,3,119281
158,NULL,NULL,0.673058,3,NULL,high,0.561871,Employed,3,108167
188,D00-ENG,1,0.686406,3,NULL,low,0.639539,Employed,3,117697
227,D00-SS,NULL,0.892891,5,NULL,medium,0.818472,Left,6,103892
213,D00-ENG,NULL,1,4,NULL,medium,0.269142,Employed,4,108790
162,D00-SS,NULL,0.563889,5,NULL,low,0.688767,Employed,2,104592
271,D00-PR,NULL,0.777326,3,NULL,medium,0.466519,Employed,4,107382
261,D00-ENG,NULL,0.925392,4,NULL,low,0.191717,Employed,6,116868
264,D00-ENG,NULL,0.809566,7,NULL,medium,0.107495,Left,4,109102
250,D00-MN,NULL,0.924766,3,NULL,medium,0.676404,Employed,4,118472
161,D00-ENG,NULL,0.81627,6,NULL,low,0.6708,Left,4,119795
196,D00-IT,NULL,0.771142,4,NULL,low,0.712968,Employed,2,117940
222,D00-SS,NULL,NULL,2,NULL,medium,0.78902,Employed,2,117059
260,D00-SS,NULL,0.801959,7,NULL,low,0.144092,Left,4,109165
287,D00-SS,NULL,0.882203,7,NULL,low,0.161699,Left,4,146764
178,D00-SS,NULL,0.47401,3,NULL,medium,0.947464,Employed,3,115466
224,D00-PD,NULL,0.743324,5,NULL,medium,0.31736,Employed,2,109581
235,D00-ENG,1,0.565528,3,NULL,low,0.85316,Employed,2,110090
255,D00-SP,NULL,0.512311,5,NULL,medium,0.632265,Employed,3,113944
145,NULL,NULL,0.505744,2,NULL,low,0.416374,Left,3,119549
272,D00-PD,NULL,0.741473,4,NULL,high,0.983175,Employed,3,109997
200,D00-ENG,NULL,0.524741,5,NULL,low,0.24821,Employed,5,105147
224,D00-SS,NULL,0.553173,4,NULL,medium,0.747956,Employed,3,101853
250,NULL,NULL,0.895577,3,NULL,medium,0.450764,Employed,2,108508
173,D00-ENG,NULL,0.865101,3,NULL,medium,0.740171,Employed,2,119398
153,D00-SS,NULL,NULL,2,NULL,low,0.405112,Left,3,116571
217,NULL,NULL,1,4,NULL,low,0.527578,Employed,3,114756
192,D00-ENG,NULL,0.906931,6,NULL,low,0.231695,Employed,4,107939
201,D00-SP,NULL,0.857545,3,NULL,medium,0.137255,Employed,6,108696
180,D00-SS,NULL,0.703458,2,NULL,high,0.557515,Employed,2,108034
229,D00-SS,NULL,0.853524,6,NULL,medium,0.264104,Employed,8,115001
222,D00-ENG,1,0.528258,3,NULL,medium,0.632516,Employed,3,107964
281,D00-ENG,NULL,0.892885,7,NULL,medium,0.149209,Left,4,105920
174,D00-MT,NULL,0.65792,3,NULL,low,0.605859,Employed,3,116523
67,D00-TP,NULL,NULL,3,NULL,high,NULL,Employed,NULL,119518
249,D00-PD,NULL,0.777279,4,NULL,medium,0.521746,Employed,10,104551
193,D00-FN,NULL,0.49219,4,NULL,high,0.670355,Employed,3,103353
148,D00-SP,NULL,0.505626,2,NULL,low,0.418848,Left,3,111036
208,D00-FN,NULL,0.699756,4,NULL,low,0.476216,Employed,5,110546
184,D00-SP,NULL,0.843586,4,NULL,medium,0.717206,Employed,4,117376
135,D00-MT,1,0.729042,5,NULL,medium,0.725652,Employed,4,105197
161,D00-IT,NULL,0.778584,4,NULL,low,0.666891,Employed,6,105427
174,D00-ENG,NULL,0.710845,4,NULL,medium,0.556742,Employed,3,147463
253,D00-SP,NULL,0.627026,3,NULL,low,1,Employed,3,105744
271,D00-ENG,NULL,0.866943,3,NULL,medium,0.786628,Employed,2,100541
140,D00-SP,NULL,0.512787,2,NULL,low,0.442484,Left,3,107586
148,D00-MN,1,0.482814,2,NULL,medium,0.390004,Left,3,116512
226,D00-SS,NULL,0.814476,5,NULL,medium,0.160273,Employed,3,117034
203,D00-AD,NULL,0.953484,3,NULL,medium,0.813326,Employed,3,103048
174,D00-IT,NULL,1,3,NULL,low,0.744816,Employed,3,103168
154,D00-SS,NULL,NULL,2,NULL,low,0.379098,Left,3,107367
177,D00-SS,NULL,0.809936,3,NULL,medium,0.821093,Employed,3,103863
140,D00-SP,NULL,0.801323,4,NULL,low,0.526745,Employed,3,114122
109,D00-IT,NULL,0.645522,5,NULL,high,0.854256,Employed,2,116809
273,D00-SP,NULL,0.527795,2,NULL,low,0.946442,Employed,3,113240
274,D00-SS,NULL,0.779744,3,NULL,medium,0.852713,Employed,2,114694
257,D00-MT,NULL,0.957195,3,NULL,low,0.628363,Employed,3,106351
